date,gtrends_volume,is_partial
2022-01-15,15,False
2022-01-16,19,False
2022-01-17,10,False
2022-01-18,14,False
2022-01-19,14,False
2022-01-20,14,False
2022-01-21,14,False
2022-01-22,20,False
2022-01-23,24,False
2022-01-24,30,False
2022-01-25,26,False
2022-01-26,37,False
2022-01-27,39,False
2022-01-28,51,False
2022-01-29,52,False
2022-01-30,60,False
2022-01-31,60,False
2022-02-01,52,False
2022-02-02,59,False
2022-02-03,69,False
2022-02-04,67,False
2022-02-05,69,False
2022-02-06,77,False
2022-02-07,66,False
2022-02-08,59,False
2022-02-09,61,False
2022-02-10,55,False
2022-02-11,72,False
2022-02-12,77,False
2022-02-13,84,False
2022-02-14,64,False
2022-02-15,69,False
2022-02-16,67,False
2022-02-17,67,False
2022-02-18,74,False
2022-02-19,87,False
2022-02-20,100,False
2022-02-21,82,False
2022-02-22,80,False
2022-02-23,75,False
2022-02-24,62,False
2022-02-25,61,False
2022-02-26,72,False
2022-02-27,78,False
2022-02-28,54,False
2022-03-01,88,False
2022-03-02,70,False
2022-03-03,59,False
2022-03-04,59,False
2022-03-05,66,False
2022-03-06,75,False
2022-03-07,52,False
2022-03-08,52,False
2022-03-09,53,False
2022-03-10,47,False
2022-03-11,56,False
2022-03-12,57,False
2022-03-13,57,False
2022-03-14,44,False
2022-03-15,45,False
2022-03-16,50,False
2022-03-17,52,False
2022-03-18,60,False
2022-03-19,55,False
2022-03-20,58,False
2022-03-21,34,False
2022-03-22,38,False
2022-03-23,36,False
2022-03-24,34,False
2022-03-25,33,False
2022-03-26,32,False
2022-03-27,40,False
2022-03-28,30,False
2022-03-29,28,False
2022-03-30,27,False
2022-03-31,28,False
2022-04-01,29,False
2022-04-02,33,False
2022-04-03,33,False
2022-04-04,24,False
2022-04-05,25,False
2022-04-06,25,False
2022-04-07,24,False
2022-04-08,27,False
2022-04-09,28,False
2022-04-10,31,False
2022-04-11,25,False
2022-04-12,26,False
2022-04-13,31,False
2022-04-14,31,False
2022-04-15,28,False
2022-04-16,24,False
2022-04-17,26,False
2022-04-18,23,False
2022-04-19,21,False
2022-04-20,21,False
2022-04-21,21,False
2022-04-22,19,False
2022-04-23,21,False
2022-04-24,25,False
2022-04-25,16,False
2022-04-26,17,False
2022-04-27,18,False
2022-04-28,19,False
2022-04-29,18,False
2022-04-30,18,False
