date,gtrends_volume,is_partial
2023-01-15,2,False
2023-01-16,2,False
2023-01-17,2,False
2023-01-18,2,False
2023-01-19,4,False
2023-01-20,6,False
2023-01-21,6,False
2023-01-22,7,False
2023-01-23,8,False
2023-01-24,13,False
2023-01-25,86,False
2023-01-26,100,False
2023-01-27,60,False
2023-01-28,44,False
2023-01-29,38,False
2023-01-30,27,False
2023-01-31,23,False
2023-02-01,16,False
2023-02-02,17,False
2023-02-03,14,False
2023-02-04,19,False
2023-02-05,19,False
2023-02-06,13,False
2023-02-07,9,False
2023-02-08,10,False
2023-02-09,8,False
2023-02-10,8,False
2023-02-11,10,False
2023-02-12,13,False
2023-02-13,8,False
2023-02-14,7,False
2023-02-15,6,False
2023-02-16,8,False
2023-02-17,7,False
2023-02-18,9,False
2023-02-19,10,False
2023-02-20,7,False
2023-02-21,6,False
2023-02-22,6,False
2023-02-23,6,False
2023-02-24,6,False
2023-02-25,7,False
2023-02-26,8,False
2023-02-27,5,False
2023-02-28,4,False
2023-03-01,5,False
2023-03-02,5,False
2023-03-03,5,False
2023-03-04,7,False
2023-03-05,7,False
2023-03-06,4,False
2023-03-07,5,False
2023-03-08,5,False
2023-03-09,4,False
2023-03-10,4,False
2023-03-11,5,False
2023-03-12,4,False
2023-03-13,3,False
2023-03-14,3,False
2023-03-15,3,False
2023-03-16,3,False
2023-03-17,3,False
2023-03-18,4,False
2023-03-19,4,False
2023-03-20,3,False
2023-03-21,5,False
2023-03-22,9,False
2023-03-23,7,False
2023-03-24,8,False
2023-03-25,6,False
2023-03-26,5,False
2023-03-27,4,False
2023-03-28,3,False
2023-03-29,3,False
2023-03-30,3,False
2023-03-31,3,False
2023-04-01,3,False
2023-04-02,3,False
2023-04-03,2,False
2023-04-04,2,False
2023-04-05,2,False
2023-04-06,2,False
2023-04-07,2,False
2023-04-08,2,False
2023-04-09,2,False
2023-04-10,2,False
2023-04-11,1,False
2023-04-12,1,False
2023-04-13,1,False
2023-04-14,2,False
2023-04-15,2,False
2023-04-16,2,False
2023-04-17,1,False
2023-04-18,1,False
2023-04-19,1,False
2023-04-20,1,False
2023-04-21,1,False
2023-04-22,2,False
2023-04-23,2,False
2023-04-24,1,False
2023-04-25,2,False
2023-04-26,1,False
2023-04-27,2,False
2023-04-28,2,False
2023-04-29,2,False
2023-04-30,6,False
