date,gtrends_volume,is_partial
2020-03-15,0,False
2020-03-16,0,False
2020-03-17,0,False
2020-03-18,0,False
2020-03-19,0,False
2020-03-20,2,False
2020-03-21,8,False
2020-03-22,18,False
2020-03-23,20,False
2020-03-24,28,False
2020-03-25,44,False
2020-03-26,54,False
2020-03-27,71,False
2020-03-28,98,False
2020-03-29,100,False
2020-03-30,83,False
2020-03-31,91,False
2020-04-01,81,False
2020-04-02,72,False
2020-04-03,68,False
2020-04-04,68,False
2020-04-05,64,False
2020-04-06,50,False
2020-04-07,44,False
2020-04-08,40,False
2020-04-09,47,False
2020-04-10,49,False
2020-04-11,45,False
2020-04-12,62,False
2020-04-13,50,False
2020-04-14,38,False
2020-04-15,29,False
2020-04-16,24,False
2020-04-17,24,False
2020-04-18,24,False
2020-04-19,22,False
2020-04-20,15,False
2020-04-21,14,False
2020-04-22,13,False
2020-04-23,13,False
2020-04-24,14,False
2020-04-25,14,False
2020-04-26,14,False
2020-04-27,9,False
2020-04-28,8,False
2020-04-29,9,False
2020-04-30,8,False
2020-05-01,9,False
2020-05-02,8,False
2020-05-03,9,False
2020-05-04,10,False
2020-05-05,11,False
2020-05-06,8,False
2020-05-07,7,False
2020-05-08,8,False
2020-05-09,8,False
2020-05-10,8,False
2020-05-11,6,False
2020-05-12,5,False
2020-05-13,6,False
2020-05-14,5,False
2020-05-15,5,False
2020-05-16,5,False
2020-05-17,5,False
2020-05-18,4,False
2020-05-19,5,False
2020-05-20,4,False
2020-05-21,4,False
2020-05-22,4,False
2020-05-23,4,False
2020-05-24,4,False
2020-05-25,3,False
2020-05-26,3,False
2020-05-27,3,False
2020-05-28,3,False
2020-05-29,3,False
2020-05-30,3,False
2020-05-31,3,False
2020-06-01,2,False
2020-06-02,5,False
2020-06-03,4,False
2020-06-04,4,False
2020-06-05,4,False
2020-06-06,4,False
2020-06-07,3,False
2020-06-08,3,False
2020-06-09,3,False
2020-06-10,3,False
2020-06-11,2,False
2020-06-12,2,False
2020-06-13,3,False
2020-06-14,2,False
2020-06-15,2,False
2020-06-16,2,False
2020-06-17,2,False
2020-06-18,2,False
2020-06-19,2,False
2020-06-20,2,False
2020-06-21,2,False
2020-06-22,2,False
2020-06-23,2,False
2020-06-24,2,False
2020-06-25,2,False
2020-06-26,2,False
2020-06-27,2,False
2020-06-28,2,False
2020-06-29,2,False
2020-06-30,2,False
2020-07-01,2,False
2020-07-02,2,False
2020-07-03,2,False
2020-07-04,2,False
2020-07-05,2,False
2020-07-06,2,False
2020-07-07,1,False
2020-07-08,1,False
2020-07-09,1,False
2020-07-10,2,False
2020-07-11,3,False
2020-07-12,3,False
2020-07-13,2,False
2020-07-14,2,False
2020-07-15,2,False
2020-07-16,2,False
2020-07-17,2,False
2020-07-18,2,False
2020-07-19,2,False
2020-07-20,1,False
2020-07-21,1,False
2020-07-22,1,False
2020-07-23,1,False
2020-07-24,1,False
2020-07-25,2,False
2020-07-26,2,False
2020-07-27,1,False
2020-07-28,1,False
2020-07-29,1,False
2020-07-30,1,False
2020-07-31,1,False
