date,gtrends_volume,is_partial
2021-12-10,5,False
2021-12-11,6,False
2021-12-12,8,False
2021-12-13,8,False
2021-12-14,8,False
2021-12-15,11,False
2021-12-16,22,False
2021-12-17,100,False
2021-12-18,71,False
2021-12-19,64,False
2021-12-20,45,False
2021-12-21,38,False
2021-12-22,36,False
2021-12-23,38,False
2021-12-24,35,False
2021-12-25,41,False
2021-12-26,38,False
2021-12-27,28,False
2021-12-28,27,False
2021-12-29,26,False
2021-12-30,26,False
2021-12-31,27,False
2022-01-01,41,False
2022-01-02,48,False
2022-01-03,28,False
2022-01-04,29,False
2022-01-05,28,False
2022-01-06,27,False
2022-01-07,53,False
2022-01-08,56,False
2022-01-09,55,False
2022-01-10,37,False
2022-01-11,34,False
2022-01-12,35,False
2022-01-13,35,False
2022-01-14,44,False
2022-01-15,51,False
2022-01-16,56,False
2022-01-17,39,False
2022-01-18,40,False
2022-01-19,39,False
2022-01-20,42,False
2022-01-21,40,False
2022-01-22,50,False
2022-01-23,57,False
2022-01-24,43,False
2022-01-25,37,False
2022-01-26,39,False
2022-01-27,30,False
2022-01-28,33,False
2022-01-29,38,False
2022-01-30,45,False
2022-01-31,28,False
2022-02-01,30,False
2022-02-02,23,False
2022-02-03,23,False
2022-02-04,24,False
2022-02-05,26,False
2022-02-06,27,False
2022-02-07,20,False
2022-02-08,21,False
2022-02-09,18,False
2022-02-10,18,False
2022-02-11,20,False
2022-02-12,22,False
2022-02-13,23,False
2022-02-14,15,False
2022-02-15,15,False
2022-02-16,15,False
2022-02-17,15,False
2022-02-18,15,False
2022-02-19,18,False
2022-02-20,18,False
2022-02-21,13,False
2022-02-22,14,False
2022-02-23,14,False
2022-02-24,11,False
2022-02-25,13,False
2022-02-26,14,False
2022-02-27,15,False
2022-02-28,12,False
2022-03-01,14,False
2022-03-02,11,False
2022-03-03,11,False
2022-03-04,11,False
2022-03-05,12,False
2022-03-06,14,False
2022-03-07,10,False
2022-03-08,10,False
2022-03-09,10,False
2022-03-10,8,False
2022-03-11,10,False
2022-03-12,12,False
2022-03-13,15,False
2022-03-14,10,False
2022-03-15,10,False
2022-03-16,9,False
2022-03-17,10,False
2022-03-18,13,False
2022-03-19,13,False
2022-03-20,18,False
2022-03-21,13,False
2022-03-22,10,False
2022-03-23,9,False
2022-03-24,9,False
2022-03-25,9,False
2022-03-26,10,False
2022-03-27,11,False
2022-03-28,9,False
2022-03-29,8,False
2022-03-30,7,False
2022-03-31,7,False
