date,gtrends_volume,is_partial
2024-02-15,13,False
2024-02-16,100,False
2024-02-17,74,False
2024-02-18,60,False
2024-02-19,55,False
2024-02-20,43,False
2024-02-21,35,False
2024-02-22,28,False
2024-02-23,27,False
2024-02-24,23,False
2024-02-25,20,False
2024-02-26,20,False
2024-02-27,16,False
2024-02-28,16,False
2024-02-29,15,False
2024-03-01,13,False
2024-03-02,14,False
2024-03-03,16,False
2024-03-04,15,False
2024-03-05,21,False
2024-03-06,30,False
2024-03-07,21,False
2024-03-08,15,False
2024-03-09,11,False
2024-03-10,11,False
2024-03-11,9,False
2024-03-12,9,False
2024-03-13,8,False
2024-03-14,8,False
2024-03-15,8,False
2024-03-16,7,False
2024-03-17,7,False
2024-03-18,7,False
2024-03-19,6,False
2024-03-20,7,False
2024-03-21,6,False
2024-03-22,6,False
2024-03-23,6,False
2024-03-24,6,False
2024-03-25,6,False
2024-03-26,8,False
2024-03-27,7,False
2024-03-28,7,False
2024-03-29,7,False
2024-03-30,6,False
2024-03-31,6,False
2024-04-01,6,False
2024-04-02,5,False
2024-04-03,4,False
2024-04-04,5,False
2024-04-05,5,False
2024-04-06,3,False
2024-04-07,4,False
2024-04-08,4,False
2024-04-09,4,False
2024-04-10,4,False
2024-04-11,4,False
2024-04-12,4,False
2024-04-13,3,False
2024-04-14,4,False
2024-04-15,4,False
2024-04-16,4,False
2024-04-17,4,False
2024-04-18,4,False
2024-04-19,3,False
2024-04-20,3,False
2024-04-21,3,False
2024-04-22,3,False
2024-04-23,4,False
2024-04-24,4,False
2024-04-25,3,False
2024-04-26,3,False
2024-04-27,3,False
2024-04-28,3,False
2024-04-29,3,False
2024-04-30,3,False
2024-05-01,3,False
2024-05-02,3,False
2024-05-03,3,False
2024-05-04,3,False
2024-05-05,3,False
2024-05-06,3,False
2024-05-07,3,False
2024-05-08,3,False
2024-05-09,3,False
2024-05-10,3,False
2024-05-11,3,False
2024-05-12,2,False
2024-05-13,3,False
2024-05-14,3,False
2024-05-15,3,False
